content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,review_without_stopwords
"well-done cool!! easy-use interface, filling up the form less than 15 min, helpful cs to register to account",5,0.19010416666666669,0.35833333333333334,Positive,"well-done cool!! easy-use interface, filling form less 15 min, helpful cs register account"
"update: sekarang sudah dapat mendaftar akun blu, dengan cs berbeda. berbeda cs, berbeda pula cara penyelesaian masalah pendaftaran yg pernah saya alami. cs terdahulu harus lebih cerdik.",4,0.0,0.0,Positive,"update: mendaftar akun blu, cs berbeda. berbeda cs, berbeda penyelesaian pendaftaran alami. cs cerdik."
aplikasinya sering eror di saat lagi urgent. mendingan keluarin debit card deh. kalo aplikasi gangguan bisa pake di atm dan debit card bisa buat belanja debit di store.. 2 stars dulu kalo debit udah ada tambahkan 3 lagi.,2,0.0,0.0,Negative,aplikasinya eror urgent. mendingan keluarin debit card deh. kalo aplikasi gangguan pake atm debit card belanja debit store.. 2 stars kalo debit udah tambahkan 3 lagi.
"bagus, namun berharap kedepan ada fitur transfer virtual account dan top up ovo/gopay bisa custom nominal",4,0.5,0.5,Positive,"bagus, berharap kedepan fitur transfer virtual account top ovo/gopay custom nominal"
installah untuk dapetin promo nya,4,0.0,0.0,Positive,installah dapetin promo
"sangat rekomendasi. awal2 cuma download biar cuan, rupanya fiturnya lengkap",5,0.0,0.0,Positive,"rekomendasi. awal2 download biar cuan, fiturnya lengkap"
jalan ke pasar ketemu pak jamal ke pasarnya pake baju biru eh kamu para milenial transaksi mudah dan lengap ni pake aplikasi blu,5,0.0,0.0,Positive,jalan pasar ketemu jamal pasarnya pake baju biru eh milenial transaksi mudah lengap ni pake aplikasi blu
"semoga kedepannya bisa lebih ditingkatkan dalam segi user interface, aplikasi ini kelihatan seperti belum jadi, bentuk ""loading” nya aneh, warna2 didalamnya kurang menyatu, posisi icon dan tombol2 terlihat kurang professional",3,0.1,0.1,Neutral,"semoga kedepannya ditingkatkan segi user interface, aplikasi jadi, bentuk ""loading” aneh, warna2 didalamnya menyatu, posisi icon tombol2 professional"
kenapa kok belum bisa utk bayar listrik sama bpjs?,4,0.0,0.0,Positive,utk bayar listrik bpjs?
user friendly tetapi belum ada feature utk bayar pln dan transfer automatic. apakah krn blu ini usianya masih seumur jagung? tolong advicenya apakah kedepannya ada feature bayar pln dan transfer otomatis?,4,0.375,0.5,Positive,user friendly feature utk bayar pln transfer automatic. krn blu usianya seumur jagung? tolong advicenya kedepannya feature bayar pln transfer otomatis?
"setiap transaksi keluar masuk dana tidak ada notifikasi ke email => done. selalu tidak bisa login sekarang. app sudah di update, tapi masih disuruh restar terus ketika mau login.",1,0.0,0.0,Negative,"transaksi masuk dana notifikasi email => done. login sekarang. app update, disuruh restar login."
it would be great of we can input the nominal freely for top up e-money,5,0.5666666666666668,0.6833333333333332,Positive,great input nominal freely top e-money
"saya sungguh antusias menyambut blu, namun terkait fitur2 masih perlu banyak yg dikembangkan, masih jauh dari ekspektasi. untuk saat ini saya uninstall terlebih dahulu, mungkin nanti jika sudah ""matang"" saya bisa kembali menggunakan layanan blu.",2,0.0,0.0,Negative,"sungguh antusias menyambut blu, terkait fitur2 dikembangkan, ekspektasi. uninstall dahulu, ""matang"" layanan blu."
bca = moal gagal,5,0.0,0.0,Positive,bca = moal gagal
"wow..keren bgt blu bca👍aplikasi milenial bermanfaat bgt bisa bantu kita manage keuangan lebih simple, praktis dan cepat👍❤❤ lebih mudah dan gampang penggunaannya lngsung pakai blu spy tabungan lebih tertata dan gak ribet👍 top bangettt⭐⭐⭐⭐⭐",5,0.25,0.4285714285714286,Positive,"wow..keren bgt blu bca👍aplikasi milenial bermanfaat bgt bantu manage keuangan simple, praktis cepat👍❤❤ mudah gampang penggunaannya lngsung pakai blu spy tabungan tertata ribet👍 top bangettt⭐⭐⭐⭐⭐"
tolong dong admin(developer) biar booting pas mau masuk aplikasi blu dipercepat.. karena booting nya lama banget dan terasa sangat tidak bisa diandalkan saat keadaan mendesak. kalo udah dibenerin saya kasih bintang 5 😁,3,0.0,0.0,Neutral,tolong admin(developer) biar booting pas masuk aplikasi blu dipercepat.. booting banget diandalkan mendesak. kalo udah dibenerin kasih bintang 5 😁
"keren blu bca, cara gampang buka rek dan bertxn👍",5,0.0,0.0,Positive,"keren blu bca, gampang buka rek bertxn👍"
nice,5,0.6,1.0,Positive,nice
overall good apps. meskipun tidak sama seperti halnya jenius & jago.,5,0.35,0.30000000000000004,Positive,overall good apps. halnya jenius & jago.
"app yang bagus dan stabil, saran untuk pengembangan lebih lanjut 1. blu saving dan blu deposito bisa ditambahkan fitur sorting atau bisa di drag drop agar user bisa memilih melihat saving dan deposito yg akan dipantau 2. bisa membuat virtual cc 3. tambahkan rekanan untuk channel e-payment terimakasih",5,-0.1,0.07083333333333333,Positive,"app bagus stabil, saran pengembangan 1. blu saving blu deposito fitur sorting drag drop user memilih saving deposito dipantau 2. virtual cc 3. tambahkan rekanan channel e-payment terimakasih"
"yeyy gg perlu pusing cara atur financial goal, budgeting, deposito ribet, dan patungan dana bareng.... kini ad anak bungsu digital dari bca dengan konsep anak milenial, modern dan mudah digunakan. ayuk didownload",5,0.06666666666666667,0.09999999999999999,Positive,"yeyy gg pusing atur financial goal, budgeting, deposito ribet, patungan dana bareng.... ad anak bungsu digital bca konsep anak milenial, modern mudah digunakan. ayuk didownload"
"applikasi blu by bca sangat berguna banget nih. banyak pilihan dan bantuan yang diberikan kepada kita. semakin lama. juga semakin go digital keren banget bca maju terus yah. ikan hiu makan laksa, transaksi enaknya emang pake bca. go bca digital.",5,0.0,0.0,Positive,"applikasi blu bca berguna banget nih. pilihan bantuan kita. lama. go digital keren banget bca maju yah. ikan hiu makan laksa, transaksi enaknya emang pake bca. go bca digital."
"mawar bersemi, di batang kayu, do you love me, like i love you blu bca, yuk download blubca, lagi promo, gausah diragukan lagi lah yaa pelayanannya. mantap jiwa 👏🏻",5,0.5,0.6,Positive,"mawar bersemi, batang kayu, love me, like love blu bca, yuk download blubca, promo, gausah diragukan yaa pelayanannya. mantap jiwa 👏🏻"
bca memang kerennnn selalu bank pioner sekarang ada anak bungsu bca bca digital mantap abisss...,5,0.0,0.0,Positive,bca kerennnn bank pioner anak bungsu bca bca digital mantap abisss...
"wow bank digital bca terbaru nih. bank orange sebelah langsung auto delete hihihihi. udah pake dari awal mereka launching, dan udah coba fitur fiturnya. lebih banyak fitur menariknya juga ternyata. blu, i'm in love deh pokoknya 😍😍",5,0.19999999999999998,0.5333333333333333,Positive,"wow bank digital bca terbaru nih. bank orange sebelah langsung auto delete hihihihi. udah pake launching, udah coba fitur fiturnya. fitur menariknya ternyata. blu, love deh pokoknya 😍😍"
jalan jalan ke jam gadang habis itu ke kebun binatang liat biawak hari gini ga perlu ribet punya rekening lewat blu by bca digital aja waakk,5,0.0,0.0,Positive,jalan jalan jam gadang habis kebun binatang liat biawak gini ribet rekening blu bca digital waakk
logout adalah menu yg harus dan paling banyak diperlukan.. kalau bisa menu utk logout langsung dimunculkan di depan beranda saja... seperti halnya aplikasi mobile banking yg lain lain.. atau bahkan tombol back saja.. aplikasi auto logout sendiri,4,0.0,0.0,Positive,logout menu diperlukan.. menu utk logout langsung dimunculkan beranda saja... halnya aplikasi mobile banking lain.. tombol back saja.. aplikasi auto logout
"dua tiga bola bulu ..... solusi bank digital yaa blu! disaat semua serba terbatas, tapi bisnis tetap harus berjalan, aplikasi blu ini bener bener solusinya. 👍👍",5,0.0,0.0,Positive,"bola bulu ..... solusi bank digital yaa blu! disaat serba terbatas, bisnis berjalan, aplikasi blu bener bener solusinya. 👍👍"
"aplikasinya blu by vca digital sangat menarik dan memudahkan kaula muda untuk menabung,dan bisa juga buat deposito lohh 🤗🤗🤗. terimakasih bca terimakasih blu by bca digital",5,0.0,0.0,Positive,"aplikasinya blu vca digital menarik memudahkan kaula muda menabung,dan deposito lohh 🤗🤗🤗. terimakasih bca terimakasih blu bca digital"
bank digital bca!!! omg akhirnya bca punya anak bungsu solusi transfer gratististis ke bank lain/ke bca lain dan gakalah punya blusaving yg ratenya tinggi dong 3%. deposito 4% tanpa adanya biaya penalti kalau diambil. hehehe. jadi aku bisa nabung buat tabungan masa depanku!! terima kasih blu :),5,0.25,0.5,Positive,bank digital bca!!! omg bca anak bungsu solusi transfer gratististis bank lain/ke bca gakalah blusaving ratenya 3%. deposito 4% biaya penalti diambil. hehehe. nabung tabungan depanku!! terima kasih blu :)
"seneng bgt sama apps blu bybca ini. saking uda ngerasain manfaatnya, jd selalu sharing sama nasabah2ku supaya ikutan download dan bikin rek blu jugaaa. terus bisa juga bikin tabungan perencanaan nikah hehe bikin semangat buat cari jodoh nih 😆",5,0.0,0.0,Positive,"seneng bgt apps blu bybca ini. saking uda ngerasain manfaatnya, jd sharing nasabah2ku ikutan download bikin rek blu jugaaa. bikin tabungan perencanaan nikah hehe bikin semangat cari jodoh nih 😆"
"keren bangett!! digital banking, milenial friendly banget!! kaum genz yg susah bgt ngatur keuangan ini berguna banget sih. dan membantu banget dimasa pandemi banget buat transaksi perbankan online gaperlu repot pergi ke cabanggg🤩🤩🤩 love itt!!!",5,0.5208333333333334,0.3666666666666667,Positive,"keren bangett!! digital banking, milenial friendly banget!! kaum genz susah bgt ngatur keuangan berguna banget sih. membantu banget dimasa pandemi banget transaksi perbankan online gaperlu repot pergi cabanggg🤩🤩🤩 love itt!!!"
"eye pleasing ui ux. easy to use, easy to apply too. good job!",5,0.5805555555555556,0.7555555555555555,Positive,"eye pleasing ui ux. easy use, easy apply too. good job!"
the best! 👏👏👏,5,1.0,0.3,Positive,best! 👏👏👏
"mantaaaaap, akhirnya yg ditunggu2 muncul juga...bca digital ... kereenn",5,0.0,0.0,Positive,"mantaaaaap, ditunggu2 muncul juga...bca digital ... kereenn"
i think blu is the fastest customer on boarding amongst other couple digital banking i had. registration is smooth and fast! ui ux is great. would be nice to have feature to save the transaction receipt to gallery instead of directly share to other applications and an atm card perhaps? looking forward to see new features,5,0.22626262626262628,0.4949494949494949,Positive,think blu fastest customer boarding amongst couple digital banking had. registration smooth fast! ui ux great. nice feature save transaction receipt gallery instead directly share applications atm card perhaps? looking forward see new features
"sangat membantu. semoga blu bisa berkembang terus dan tambah baik ya kedepannya. tapi kalau bisa, tolong dibenerin permintaan menyalakan gpsnya yg sampe 2x setiap mau login. cukup mengganggu.",5,0.0,0.0,Positive,"membantu. semoga blu berkembang ya kedepannya. bisa, tolong dibenerin permintaan menyalakan gpsnya sampe 2x login. mengganggu."
"pelayanan baik, vidcallnya cepet, yang pastinya terpercaya karna anak perusahaan bca 💪",5,0.0,0.0,Positive,"pelayanan baik, vidcallnya cepet, pastinya terpercaya karna anak perusahaan bca 💪"
tolong tambahkan kuota blu saving,3,0.0,0.0,Neutral,tolong tambahkan kuota blu saving
"ui bagus, ux enak. fitur perlu banyak penambahan , seperti topup wallet berbagai layanan, login klo pake wifi, kadang suka masuk ke signup, fitur virtual banking seperti kakanya dan ada atm meski konvensional tetapi sangat diperlukan utk debit. tks",5,0.0,0.0,Positive,"ui bagus, ux enak. fitur penambahan , topup wallet layanan, login klo pake wifi, kadang suka masuk signup, fitur virtual banking kakanya atm konvensional utk debit. tks"
"sejauh ini aplikasinya bagus dam simpel. cuma untuk lebih lengkap, barangkali bisa ditambahkan va/vcc supaya bisa all in one sama ada pertanyaan, ini cukup mengganggu, kenapa setiap buka blu wajib akses lokasi ya? jujur rada annoying. sementara saya kasih bintang 4 dulu.",4,-0.8,0.9,Positive,"aplikasinya bagus dam simpel. lengkap, barangkali va/vcc one pertanyaan, mengganggu, buka blu wajib akses lokasi ya? jujur rada annoying. kasih bintang 4 dulu."
keren aplikasinya mantabs bca,5,0.0,0.0,Positive,keren aplikasinya mantabs bca
blu bca digital keren...mantabh bca semakin terdepan,5,0.0,0.0,Positive,blu bca digital keren...mantabh bca terdepan
blu bca digital uwaauuuwww bgt keren abis....buat yg berjiwa muda cucok pake ini...semua nya serba mudah cmn pke hp doank transaksi lancar jayyyaa....,5,0.0,0.0,Positive,blu bca digital uwaauuuwww bgt keren abis....buat berjiwa muda cucok pake ini...semua serba mudah cmn pke hp doank transaksi lancar jayyyaa....
aplikasi blu sangat mendukung kita semua untuk menabung,5,0.0,0.0,Positive,aplikasi blu mendukung menabung
"good app, iu simple and easy to registration too.",4,0.37777777777777777,0.5968253968253969,Positive,"good app, iu simple easy registration too."
easy to make account and good customer service. i have great experiences utilizing this app. keep a good work blu.,5,0.6583333333333333,0.6958333333333334,Positive,easy make account good customer service. great experiences utilizing app. keep good work blu.
"pembuatan akun mudah dan cs ramah. banyak diskon juga, thanks blu by bca",5,0.2,0.2,Positive,"pembuatan akun mudah cs ramah. diskon juga, thanks blu bca"
"firstly i downloaded and opened a bluaccount, it was so easy. the ui and ux are very simple and easy to use. there're bunch of awesome features : blusaving, blugether, bludeposit, free top up gopay, etc. the blu deposit's interest is much highher than other bank. then, i had reccomended this app to my 10 relatives and i get 250k idr..i love this app so much. i use blu to control and split my saving account easily. i believe that blu is able to enhance its features since it's under bank bca, the best private bank in indonesia.thanks bca digital. bravo!",5,0.35781250000000003,0.5170386904761904,Positive,"firstly downloaded opened bluaccount, easy. ui ux simple easy use. there're bunch awesome features : blusaving, blugether, bludeposit, free top gopay, etc. blu deposit's interest much highher bank. then, reccomended app 10 relatives get 250k idr..i love app much. use blu control split saving account easily. believe blu able enhance features since bank bca, best private bank indonesia.thanks bca digital. bravo!"
"fast registration. the app is good and smooth, features is standard but its okay cuz no lack, and get free transfer (nice)",5,0.39999999999999997,0.5714285714285714,Positive,"fast registration. app good smooth, features standard okay cuz lack, get free transfer (nice)"
easy to use jadi kita2 yang stw gampang menggunakannya👍👍👍,5,0.43333333333333335,0.8333333333333334,Positive,easy use kita2 stw gampang menggunakannya👍👍👍
"bunga mawar bunga melati. blu bca selalu di hati 🥰🥰 love banget sama blu. buat rekening gak pake ribet, cepat, dan menarik.. arisan gak perlu manual lagi, tinggal pakai blugather 🤭 dan yang pasti aman banget ya, karena anak bungsu nya bca. sukses selalu blu 🙏",5,0.5,0.6,Positive,"bunga mawar bunga melati. blu bca hati 🥰🥰 love banget blu. rekening pake ribet, cepat, menarik.. arisan manual lagi, tinggal pakai blugather 🤭 aman banget ya, anak bungsu bca. sukses blu 🙏"
akhirnya bca juga ngeluarin produk digital..jadi gak perlu buka ke tetangga deh..bca luar biasa dan cepat mengikuti perkembangan teknologi,5,0.0,0.0,Positive,bca ngeluarin produk digital..jadi buka tetangga deh..bca cepat mengikuti perkembangan teknologi
the process is soooo easy peasy lemon squeezy l. love it!,5,0.5291666666666667,0.7166666666666667,Positive,process soooo easy peasy lemon squeezy l. love it!
"overall bagus, ada bug sedikit. saya harap blu bisa menerima dana tarik tunai bagi seller (di berbagai e-commerce). jadi kalau bisa saya pakai blu saja tdk pakai bca yg biasa lagi 🙏",4,0.0,0.0,Positive,"overall bagus, bug sedikit. harap blu menerima dana tarik tunai seller (di e-commerce). pakai blu tdk pakai bca 🙏"
great. waitin' for the next suprises,5,0.4,0.375,Positive,great. waitin' next suprises
"sebsgai pengguna bca sejak lama, ikut senang dengan adanya aplikasi blu. semua transaksi yang dilakukan jadi lebih mudah, tampilannya juga user friendly. sangat senang dengan fitur saldo yang bisa disembunyikan. mungkin nanti pilihan itu juga bisa diterapkan untuk menyembunyikan nomor rekening.",5,0.375,0.5,Positive,"sebsgai pengguna bca lama, senang aplikasi blu. transaksi mudah, tampilannya user friendly. senang fitur saldo disembunyikan. pilihan diterapkan menyembunyikan nomor rekening."
mudah dan cepat semoga makin baik kedepannya...👍,5,0.0,0.0,Positive,mudah cepat semoga kedepannya...👍
awesome,5,1.0,1.0,Positive,awesome
aplikasi milenial,5,0.0,0.0,Positive,aplikasi milenial
"overall good tapi perlu banget fitur e-card gitu buat transaksi online mancanegara, bintang 5 kalau udah bisa bayar ne***x. 👌",4,0.35,0.30000000000000004,Positive,"overall good banget fitur e-card gitu transaksi online mancanegara, bintang 5 udah bayar ne***x. 👌"
"app nya bagus, moga aja ada fitur virtual card seperti jenius kedepan nya + fitur yang mendukung transaksi internasional / global juga tambahan fitur investasi",5,0.0,0.0,Positive,"app bagus, moga fitur virtual card jenius kedepan + fitur mendukung transaksi internasional / global tambahan fitur investasi"
"pengalaman antar muka aplikasi sudah sangat baik. namun, disaat pemilihan tanggal kadang main-main sehingga tidak bisa memilih tanggal dengan pasti saat melakukan target tanggal untuk nabung",5,0.0,0.0,Positive,"pengalaman muka aplikasi baik. namun, disaat pemilihan tanggal kadang main-main memilih tanggal target tanggal nabung"
"the app is really smooth. ui is great, features are good but need to be updated so it can compete with the other digital banking apps.",5,0.35500000000000004,0.445,Positive,"app really smooth. ui great, features good updated compete digital banking apps."
"face recognition buruk, tidak bisa reset password. hati-hati kalau sampai lupa password.",1,0.0,0.0,Negative,"face recognition buruk, reset password. hati-hati lupa password."
"work good for me, but can you add more normal bank features? like virtual acc transfer, more e-money top up option, cvv, etc. we trust bca could do more",5,0.4749999999999999,0.5416666666666666,Positive,"work good me, add normal bank features? like virtual acc transfer, e-money top option, cvv, etc. trust bca could"
mantapp,5,0.0,0.0,Positive,mantapp
tiap kali buka apps minta ijin gps. tidak perlu dan merepotkan..,1,0.0,0.0,Negative,kali buka apps ijin gps. merepotkan..
amazing digital banking. good job bca.,5,0.43333333333333335,0.5,Positive,amazing digital banking. good job bca.
"fast registration, smooth app, just need vcc to make it perfect!",5,0.5333333333333333,0.7000000000000001,Positive,"fast registration, smooth app, vcc make perfect!"
very easy to register and use it,5,0.5633333333333334,1.0,Positive,easy register use
seneng banget bisa bikin akun blu super gampang. tampilannya juga user friendly dan pake kalimat-kalimat yg bikin berasa akrab. kereen deh blu 👍👍👍,5,0.35416666666666663,0.5833333333333333,Positive,seneng banget bikin akun blu super gampang. tampilannya user friendly pake kalimat-kalimat bikin berasa akrab. kereen deh blu 👍👍👍
"ga bisa masuk, disuruh restart mulu setelah masukin nomor hp",1,0.0,0.0,Negative,"masuk, disuruh restart mulu masukin nomor hp"
semoga segera ditambahkan fitur setor tunai di atm bca 🙏,5,0.0,0.0,Positive,semoga fitur setor tunai atm bca 🙏
"isi gopay, di gopay ga masuk, saldo di blu kepotong, ga recommend sama sekali ngisi gopay disini, kapok",1,0.0,0.0,Negative,"isi gopay, gopay masuk, saldo blu kepotong, recommend ngisi gopay disini, kapok"
"blu menghalau kegalauanku, dengan blu hariku jadi seru. blu memang yahuuuuddd💙💙💙",5,0.0,0.0,Positive,"blu menghalau kegalauanku, blu hariku seru. blu yahuuuuddd💙💙💙"
"pembukaan rekening blu mudah banget! pelayanan nya juga baik dari awal pengisian data, video call, sampai aktivasi rekeningnya. tampilannya juga simple dan cute sekalii, cocok bgt buat anak mudaa hehe. selain itu bluawards nya mantap. thanks blu❤ semoga blu semakin dikenal dan banyak digunakan masyarakat☺",5,0.2333333333333333,0.5190476190476191,Positive,"pembukaan rekening blu mudah banget! pelayanan pengisian data, video call, aktivasi rekeningnya. tampilannya simple cute sekalii, cocok bgt anak mudaa hehe. bluawards mantap. thanks blu❤ semoga blu dikenal masyarakat☺"
wahhhhh... enak nihhh.. ada bank digital dari bca... semua di buat lebih mudah oleh bca... jaya terus bca... bca semakin di depannnn❤❤❤,5,0.0,0.0,Positive,wahhhhh... enak nihhh.. bank digital bca... mudah bca... jaya bca... bca depannnn❤❤❤
"baru download sih... tapi kayaknya seru deh pakek blu, tampilannya kekinian gak buat mata sakit. buka rekeningnya gampang gak pakek lama... loveee",5,0.0,0.0,Positive,"download sih... kayaknya seru deh pakek blu, tampilannya kekinian mata sakit. buka rekeningnya gampang pakek lama... loveee"
"layanan blu sangat baik, diawal waktu saya ingin mendaftar untuk pembuatan rekening terjadi beberapa kendala. saat saya ingin mengulang pembuatan rekening dan menyampaikan kendala saya, dalam waktu beberapa menit saja langsung ditelpon oleh haloblu untuk menyelesaikan kendala yang saya alami. kemudian kendala saya segera diselesaikan dan rekening blu saya bisa langsung digunakan👍👍",5,0.0,0.0,Positive,"layanan blu baik, diawal mendaftar pembuatan rekening kendala. mengulang pembuatan rekening kendala saya, menit langsung ditelpon haloblu menyelesaikan kendala alami. kendala diselesaikan rekening blu langsung digunakan👍👍"
produk bca selalu terbaik. silahkan di download guyss kalau mau hidup jadi lebih mudah dan praktis😁😁,5,0.0,0.0,Positive,produk bca terbaik. silahkan download guyss hidup mudah praktis😁😁
aplikasi yang sangat memenuhi kebutuhan di zaman yg serba digital ini... kereennn 😍😍😍,5,0.0,0.0,Positive,aplikasi memenuhi kebutuhan zaman serba digital ini... kereennn 😍😍😍
"blu pruaktisss bangett. bisa dimana aja,kapan aja,mau buka rekening brapa banyak,kebutuhan apa aja, pembayaran apa aja top dehh 😎😎 priscilla clara/ kanwil 3/ kcp kapas krampung",5,0.5,0.5,Positive,"blu pruaktisss bangett. dimana aja,kapan aja,mau buka rekening brapa banyak,kebutuhan aja, pembayaran top dehh 😎😎 priscilla clara/ kanwil 3/ kcp kapas krampung"
"aplikasinya bagus, sangat memudahkan. proses buka rekeningnya pun cepat, tidak antri lama. jadi bisa lebih tenang mengatur keuangan. thanks blu.",5,0.2,0.2,Positive,"aplikasinya bagus, memudahkan. proses buka rekeningnya cepat, antri lama. tenang mengatur keuangan. thanks blu."
simple for registration,5,0.0,0.35714285714285715,Positive,simple registration
ezpz,5,0.0,0.0,Positive,ezpz
coba ada pilihan akun tanpa bunga..,2,0.0,0.0,Negative,coba pilihan akun bunga..
"untuk aplikasi yang masih baru, maklum banyak bug di beberapa tempat, terutama login yang pergantian layarnya banyak banget hehe, semoga kedepannya makin alus lagi aplikasinya, dan makin menambah kenyamanan pengguna, ditunggu updatenya",5,0.0,0.0,Positive,"aplikasi baru, maklum bug tempat, login pergantian layarnya banget hehe, semoga kedepannya alus aplikasinya, menambah kenyamanan pengguna, ditunggu updatenya"
nice app..very usefull..,5,0.6,1.0,Positive,nice app..very usefull..
buka account blu cuma 5 menit jadi keren banget super cepat! selesai vidcall langsung dpt email aktivasi dan rek nya langsung approved! bank digital lain masih perlu tunggu 1-2 hari untuk dapat konfirmasi.. cara daftarnya jg paling simpel.. semoga segera makin lengkap fiturnya ya! keep up the good work bca!,5,0.46527777777777773,0.4222222222222222,Positive,buka account blu 5 menit keren banget super cepat! selesai vidcall langsung dpt email aktivasi rek langsung approved! bank digital tunggu 1-2 konfirmasi.. daftarnya jg simpel.. semoga lengkap fiturnya ya! keep good work bca!
mantap bank bca goes to digital,5,0.0,0.0,Positive,mantap bank bca goes digital
dr semua fintech. aplikasi ini paling ribet prosesnya daftarnya. panjang dan kelamaan.. mw mesen kopi aja supaya dpt discount 7000 aja effort nya panjang bgt.. payah lah team it bca..,1,0.0,0.0,Negative,dr fintech. aplikasi ribet prosesnya daftarnya. kelamaan.. mw mesen kopi dpt discount 7000 effort bgt.. payah team bca..
"kereeeenn banget blu! ini dia yang udah lama ditunggu2 sama semua nasabah bca. penggunaan user friendly, mudah, dan yang banyak fitur2 yang cocok banget buat nasabah yang tertarik banget sama teknologi. suskes terus blu!!",5,0.5859375,0.5,Positive,"kereeeenn banget blu! udah ditunggu2 nasabah bca. penggunaan user friendly, mudah, fitur2 cocok banget nasabah tertarik banget teknologi. suskes blu!!"
"terimakasih aplikasi bank digital blu yang memudahkan bgt dan memberikan suku bunga menarikkk untuk saving disini, dan memudahkan transaksi buat transfer, tarik tunai yg dimana support sama atm bca jadi gaperlu susah2 karna atm nya udh dimanamana. semoga untuk upgrade menu transaksi lainnya bisa semakin memudahkan dan memberikan gratisan banyak😋 jaya selalu ya blu❤️",5,0.0,0.0,Positive,"terimakasih aplikasi bank digital blu memudahkan bgt suku bunga menarikkk saving disini, memudahkan transaksi transfer, tarik tunai dimana support atm bca gaperlu susah2 karna atm udh dimanamana. semoga upgrade menu transaksi memudahkan gratisan banyak😋 jaya ya blu❤️"
"untuk tabungan kok coba-coba🤭🙏 jatuh cinta deh sama blu apalagi anak bungsu bca gak di ragukan lagi pasti,dan bener aja dong yang tadi nya setiap bulan transfer ke bank lain alhasil sekarang ketagihan transfer ke blu dan penggunaan superr duperrrrr praktis dan mudah banget gak pakai ribet di jaminn ketagihann !!!! coba deh sekarang juga⭐⭐⭐⭐⭐",5,0.0,0.0,Positive,"tabungan coba-coba🤭🙏 jatuh cinta deh blu anak bungsu bca ragukan pasti,dan bener transfer bank alhasil ketagihan transfer blu penggunaan superr duperrrrr praktis mudah banget pakai ribet jaminn ketagihann !!!! coba deh juga⭐⭐⭐⭐⭐"
"i’m stuck on you!!! secinta itu sama blu!! 💙💙 seneng banget semejak ada blu memenuhi kebutuhan aku dalam 1 aplikasi!! bisa nabung dan investasi secara terarah dengan blusaving dan bludeposit, terus sekarang buat patungan sama doi buat pake blugether kan jadinya dua-duanya nabung bener ya hehehe, dan yang paling berasa adalah transfer ke rekening bank lain yang free! kebayang gak sih kerennya nih aplikasinya?! love banget 💙💙💙 kita tunggu kejutan lainnya yaaa dari blu, cant wait!! 💙",5,0.703125,0.7,Positive,"i’m stuck you!!! secinta blu!! 💙💙 seneng banget semejak blu memenuhi kebutuhan 1 aplikasi!! nabung investasi terarah blusaving bludeposit, patungan doi pake blugether dua-duanya nabung bener ya hehehe, berasa transfer rekening bank free! kebayang sih kerennya nih aplikasinya?! love banget 💙💙💙 tunggu kejutan yaaa blu, cant wait!! 💙"
app so far so good thanks blu,4,0.3333333333333333,0.6,Positive,app far good thanks blu
buruk. apps tidak stabil. sering error. hari ini sy gak bisa masuk ke login page,1,0.0,0.0,Negative,buruk. apps stabil. error. sy masuk login page
"secara aplikasi sudah sangat baik, cuma load awal yang agak lama dan swipe di interface kadang agak kurang gimana gitu. tapi untuk fitur, ada hal krusial yang belum ada : kartu fisik, vcc. soalnya untuk tarik tunai agak susah kalau harus di atm bca (cardless), segera sediakan fitur ini kalau menurut saya. overall good, saya percaya bca bakal ngasih fitur baru yang lebih baik lagi. saya kasih bintang 3 dulu sampai ada debit cardnya ✌️",3,0.35,0.30000000000000004,Neutral,"aplikasi baik, load swipe interface kadang gimana gitu. fitur, krusial : kartu fisik, vcc. tarik tunai susah atm bca (cardless), sediakan fitur saya. overall good, percaya bca ngasih fitur lagi. kasih bintang 3 debit cardnya ✌️"
"belum bisa buka rekening, saat verifikasi video call, ada kendala di sistem dan diminta utk menghubungi cs nya lg.",3,0.0,0.0,Neutral,"buka rekening, verifikasi video call, kendala sistem utk menghubungi cs lg."
assiiikkk dpt 20x trf ke bank lain di 2 bln pertama bikin tambah hemat trs belom lagi banyak promo2 app nya user friendly banget khas bca aaaa bikin ngga bs berpindah dari bca 💙💙💙,5,0.375,0.5,Positive,assiiikkk dpt 20x trf bank 2 bln bikin hemat trs belom promo2 app user friendly banget khas bca aaaa bikin ngga bs berpindah bca 💙💙💙
"anak muda mau nabung? ya disini ini bunga gede, smua d permudah, admin gratis, trf beda bank gratis mantab pokoknya, yang lain minggir dlu boss anak muda yang ga pake blu ga kliatan muda tauk!!",5,0.0,0.0,Positive,"anak muda nabung? ya bunga gede, smua permudah, admin gratis, trf beda bank gratis mantab pokoknya, minggir dlu boss anak muda pake blu kliatan muda tauk!!"
"buka rekening super cepat ga pake ribet,semua ada dalam genggaman tangan..terima kasih bca atas berbagai kemudahannya dalam bertransaksi perbankan..jaya selalu bbca..",5,0.3333333333333333,0.6666666666666666,Positive,"buka rekening super cepat pake ribet,semua genggaman tangan..terima kasih bca kemudahannya bertransaksi perbankan..jaya bbca.."
"good apk, btw transfer dari klik bca memang dibaca nya transfer antar bank ya ? bukanya sesama bank kah ? thx",5,0.7,0.6000000000000001,Positive,"good apk, btw transfer klik bca dibaca transfer bank ya ? bukanya bank kah ? thx"
