final_content,sentiment
ok banget,positif
simple praktis helpful,positif
mlme,positif
pakai aplikasi bagus,positif
bagusmemuaskan,positif
kode vover,positif
ah pakai transfer gratis batas x bebas biaya transfer sajaterpaksa pakai si kucing batas transfer rewards sory my beb,negatif
puas,positif
buka rekening mudah mas fitur fitur topup overal bagus coba simple user friendly moga depan fitur sukses by,positif
beda mbanking mantul deh pokok tingkat yah biar nasabah nyaman ditambahin fitur bagus up dk fitur pokok worth it nabung,positif
bintang deh virtual debit card vc transaksi dl,positif
coba daftar sesuai kriteria bingung gampang,positif
bagus tolong virtual acun dukung trnsaksi,positif
tolong lengkap npwp nomor npwp daftar online nomor kartu lengkap fitur bagus up flaz biar komplit terima kasih,positif
daftar tele hapus aza ah,negatif
transfer sih cepat proses nyabelum coba va nyasemoga service nasabah amin,positif
ok,positif
d pakai buka usaha lohtransfer gitu,positif
mhon baik tf masuk rekpenerima saldo,negatif
jos gendos,positif
tampil aplikasi tarik suka tukar biaya tranfer kena biaya admin fre,negatif
maf instal anak usaha,positif
ok,positif
bagus sukses sl,positif
uang mudah praktis antri syuka ama posposnya bikin rencana uang tata,positif
mudah pengunanya,positif
mantapluar,positif
suka fitur blusaving nabung sesuai butuh cocok banget anak mudah suka gontaganti prioritas pospos tabung prioritasin,positif
alhamdulilah kesini baru an muas tolong next baru tarik tunai milih pecah uang mesin atm setor tarik tunai edit mesin setor tunai kn pecah klw ngambilnya tp d dahuluin pecah,positif
mantul,positif
baru uiux biar space kosong halaman so far bagus initp tingkat,positif
bantu,positif
bagus,positif
bagus nih nice bintang,positif
halo ka ko download daftar masuk akun tulis sesi habis masuk yuk,positif
senang,positif
mantul banget dh pakai transaksi apa lancar,positif
bagus,positif
pakai bantu transaksi cepat mudah limit transfer real time hari biar jos,positif
baik emg,positif
tf masuk rekening tuju saldo potong,negatif
god,positif
love admin gratis euw,positif
ah vidio cal an,negatif
ok bangetbahasanya gaulanak muda jaman now,positif
terbaik,positif
useful baik pokok jos,positif
bagus,positif
bagus lanjut inovasi,positif
asli mudah n murah tampa admin,positif
bagus,positif
mudah bertransksi,positif
bagus mah,positif
mudahpuas poko,positif
enak kali mantaps,positif
oke coba kasih bintang,positif
tingal nungu kartu debit bagus produk gada obat,positif
masuk pasword cocok digid angka karakter huruf nyala tombol haduh pusing bintang banyak laya bintang layak nih,negatif
puas,positif
recomended yuk gabung download,positif
bagus efisien bangat mudah butuh transaksi bang,positif
bagus nyaman banget pakai,positif
bagus,positif
bagus banget buka rekening online proses cepat banget kantor cabang hape mudah langsung video cal cs,positif
asik bikin tabung target pakai akun fitur blugaming oke bingit push rank promonya,positif
bagus eh mudah rasa contoh tabung rekening,positif
losdol,positif
pas selesai daftar log out,negatif
simple ribet pakenya,positif
bagus banget nih pakai kartu atm setor tunai wkwk,positif
nasabah dekade setia pas hadir langsung coba kecewa suka banget fiturnya blusaving blugether blugaming fly hig,positif
salah baik deh pokok fitur sedia mudah atur uang mensuport anak muda zaman ajar investasi,positif
masuk blue aktif scren lockgmna,positif
bagus daftar pakai sampe menit verifikasi,positif
puas,positif
bagus,positif
klo ambil tunai,negatif
atau bantu praktis mudah ribet,positif
bagus mensuport hobi anak muda ngetrend manfat anak muda gapai mimpi profesional,positif
suka banget by transaksi mudah promo blugaming nih cus dah manfatin gamer,positif
favorit fitur blusaving tabung ribet buka tabung tingal buka makan atur uang mudah,positif
bagus banget,positif
erti kaum milenial,positif
bagus banget kalo kendala tangan cepet csnya ramah,positif
bagus guna suka gratis kirim dana potong pas promo kaya belah biar bagus,positif
masuk pintu buka rekening hapus instal suruh dafgar masuk klau daftar bingung,negatif
senang pakai nabung fine fine bunga worth it saran si pakai nyimpen tabung tambah tambah fitur kek tf ewalet puas pokok,positif
bantu,positif
mantapz,positif
kalah layan administrasi si kuning,negatif
bagus,positif
jos,positif
sih,positif
hapy banget,positif
bagus kembang mes bayar,positif
fitur tarik,positif
mantul,positif
god,positif
bagus cepet mudah,positif
mohon bagus up ewalet nama terima kak nama nrima biar salah transfer,positif
buka scren lock,negatif
biaya admin rp moga maju n jaya,positif
sukak,positif
tampil tarik jenis pmbyrn oke,positif
bagus bgmn isi saldo biar gratis,positif
bantu terimakasih,positif
bagus,positif
sistem sma sperti swasta ytransfer kena admin besarpdahal swasta sudh terap picture bi fast arti ybiaya admin bankapalagi sekarng bnyk lrbih mudah admin transfer uang bankya y admin,negatif
pakai by ktika orang transfer rekening ambil atm,positif
bagus simpel mudah,positif
human eror,negatif
tarik tunai atm eror suruh cek mutasi rekening,negatif
bantu,positif
bagus,positif
moga yah blue reward potong biaya admin transferspy mudah nasabah bertransaksiterima kasih,positif
mudah fiturnya lengkap,positif
bagus,positif
ok banget,positif
bagus,positif
ok bnget,positif
bagus guna banget bagus terima kasih,positif
terbaik banget suka fitur updatenya moga kembang baik saran va ya kartu biar kaya,positif
the best,positif
ok,positif
keren,positif
maju,positif
layan ramahtapi tolong sedia kartu atm nyasupaya aman kalo gabisa akses mbanking internetsuka banget cocok ajar npwp,positif
ok banget,positif
bagus,positif
bagus lh,positif
tf uang gamasuk masuk sampe layan jga,negatif
bagus,positif
apik,positif
bagus mudah transfer mana kena biaya,positif
apa hubung kecewa moga bagus depan kecewa langan,positif
ok sngat bantu,positif
langsung bangking,positif
mntap,positif
transfer mudah,positif
nice,positif
bagus banget,positif
bagus tingkat,positif
bagus kembang sistem team,positif
helpful,positif
oke bantu transaksi online terima kasih fasilitas bagus pokok,positif
apilikasi bantu,positif
bagustapi tingkatin fengan fasilitas lai sperti e money dl,positif
bagus,positif
bagus,positif
oke ku transaksi mengunakan va gagal hapus buangwaktu,negatif
bagus mudah praktis rekomende pelajarpemula menyimpanmenabung best,positif
bantu transaksi,positif
tngkatkan aman ny,positif
emang gampang,positif
data aman,positif
ok tingal trf via virtual acount gagal no va pindah saldo kmudian trf va by mudahn cepat baik,positif
bagus sih pas transfer masuk selesai transaksi langsung notifikasi langsung,positif
ok,positif
kgmana ni nik terdaftartapi lupa no handphone gmana tu,positif
very godmoga bunga pajak dikecilin,positif
ok,positif
bagus lambat,positif
rekomendasi umkm,positif
anak muda banget haha neng biaya adm trf,positif
bagus up emoneynya gopay ovo dana,positif
luas pengunan,positif
bagus nabung suka tmbhan saldo bnyakin min bunga saldo ny hehehe,positif
god mah dabest hihi kalo tambah bagus up shopepay dana,positif
skrang tf admin kecewa sumpah biaya admin mending pakai mbangking,negatif
gampang ngerti beneram pakai admin lho moga bagus depan,positif
keren,positif
buka suda mingu bln februari buka buka ferifikasi ulang kode referal masuk ganti bantu saldo endap,negatif
bantu tabung butuh transaksi,positif
rilis buka akun selang brp mingu tutup akun stlh brp jelajah ku recomended interface pengunanya mudah daftar jg sngt mudah,positif
guna,positif
ribet banget cs kayak minjem uang nanya nanya macem buka rekening kali daftar tolak data real sesuai ktp tolong baik buka rekening kaya pinjem duit pinjol ribet,negatif
mantul no ngendap no beku,positif
oke,positif
tingkat aman mudah transaksi yah,positif
cepet,positif
bantu,positif
lumayan bagus cm ribet klo transfer belanja online cek harga brp bru liat klo kn langsung muncul nominal,positif
transfer e money dana nama guna bahaya salah nomor tolong baik,positif
kecewa gada fitur masuk akun verifmalah suruh daftar payah,negatif
bagus guna banget,positif
tolong urgent buka,negatif
bagus,positif
ok,positif
puas pakai,positif
mantab,positif
transfer rek banget buruk suruh nungu sms kode sms masuk ditunguin kali coba tetep payah,negatif
bagus praktis ok,positif
col,positif
waw mudah pakai saran tambah fiturnya pakai transaksi ecomerce,positif
rekening cepat mudah pilih no rekening juara,positif
i love i can get what i want n ned to terima kasih,positif
bagus mudah guna,positif
bagus banget pakai memanage uang sukses,positif
nemu tabung biar boros keren dipake transfer biaya bagus deposito bunga wow banget sih ini dapet bonus daftar pakai kode latifzxl ya,positif
alhamdulilah mudah buat sampe,positif
bagus saran fitur isi token pln min beli token,positif
muas,positif
mudah praktis,positif
payah daftar kali gagal data kecewa berat kayak proses daftar lancar kecewa kasih bintang,negatif
bagus banget,positif
mudah,positif
buruk daptar daptar apkikasi nga tombol signin rudet masuk daptar parahbikin bingung konsumen,negatif
baik,positif
god,positif
layan bagus,positif
eror aplikasi tolong baik transfer dl susah halaman kayak pakai,negatif
lpa pasword prsulit,negatif
terobos,positif
bagus banget,positif
terima kasih blusangat bantu,positif
ubah cepet va va moga kaya kakak si mobile mudah transaksi,positif
by numero uno pilih aman simpel kenal aman sistem simpel by kenal indonesia yok sebar teman lingkung,positif
akun blubca nama rim djau hack orang ngambilnya,positif
bagus suka banget,positif
transaksi mudah mana,positif
baik,positif
mudah banget pakai uiux juha modern bikin bingung pokok bagus deh cocok anak doyan cashles kyk,positif
terima kasih cashback k terima,positif
masuk akun,negatif
puas,positif
mohon lengkap bikin sempura biar lebi nyaman kaya bagus up shopy link kartu fisik terima kasihnanti upgrade bintang,positif
simpel ringan,positif
terima kasihdengan ngebantu banget,positif
lgsg cepat bunga deposito ok,positif
sulit,negatif
wajib,positif
ok,positif
masuk nih tolong baik dana tahan,negatif
buruk,negatif
puas smoga note khusus notif real time biar enak hehe,positif
bagus,positif
baik bnyak gratis transfer bkin pos sesuai butuh,positif
akun blokir da salah,negatif
keren,positif
mantap,positif
bagus fiturnya,positif
buangbuang daftar hade pakai jago jenius kartu debit ngacok buruk,negatif
god,positif
puas,positif
bagus pakai by rencana uang,positif
mantap fitur bagus,positif
tarik tunai atm indomaret status mesin atm gagal status pending saldo kurang uang keluh via email respon telpon nomor nelpon uang pas tarik tunai,negatif
bagus tingal nungu kartu,positif
ngechet admin kaga bls najis,negatif
god job bcad,positif
lbh praktis gampang byr apa terima kasih,positif
simple bagus bantu mudah transaksi bagus,positif
sip,positif
enak poko,positif
bagus pol,positif
kasih gratis biaya transfer kasih bintang nih,positif
puas,positif
mudah murah gratis bonus lengkap deh,positif
ambruk acak acak beli voucher gogle play saldo potong kode kosong salin kode buruk,negatif
bagus,positif
ebak pakai enjoy banget mantapnlah pakai praktis suka pakai pokoke mantap,positif
sangat bantu maksih banget,positif
terimakasih,positif
bintang bicara,positif
mudah transaksi tolong tingkat menu,positif
terimakasih suka pakai repot sukses,positif
bagus,positif
nyaman cb kl ambil tunai kartu atm,positif
bagus lancar sukses,positif
bagus andal,positif
bagus pas banget nabung,positif
sih oktp tungu bln coba kendala bintang tambahskrng,positif
daftar sulit nabung ngutang,negatif
transaksi virtual acount batas gabisa va toked dl bagus up shopepay jg gabisa nyesel pakai payrol batas,negatif
transfer virtual acount nomor seringkali muncul notifikasi cek yuk transfer,positif
nyaman banget nyaman kasih fre admin tungu yah,positif
reward ha telkomsel redi,negatif
bagus cepat banget daftar fitur lengkap coba transaksi sih gampang banget pakai coba deposit,positif
mudah banget,positif
salah fin langsung terblokirsusah memperbaikinyajati nyimpen duit gdetar nyesel lho,negatif
pas vidcal suara mba cs,negatif
mudah hapy,positif
aplikasi ribet,positif
bagus,positif
nice,positif
nice,positif
bagus,positif
bagus,positif
bcablu oke bangetransaksi mudahnyaman lancar,positif
mudah,positif
gratis biaya admin transfer,negatif
asli mudah banget daftar dtg cabang online lengkap banget fitur bagus banget sih rekomended,positif
bintang tambahin lancar jaya nyaman banget mungkib fitur minim bagus mwmbeli token listrik,positif
tambahin tgl terbit bludeposit,positif
peniputop up gopay masukwoi lapor babikenapa uang ku balekanjeng kelen,negatif
banding saku,positif
mudah transaksi butuh pasti mudah tarik setor tunai kartu hapy moga depan bagus promo biar neng nabung,positif
bagus,positif
bagus deh,positif
god bro recomendet,positif
nyaman mudah bget,positif
promo jump starnya pakai kakak,negatif
tolong proses lapor beli saldo gopay saldo potong saldo gojek mohon terima kasih,positif
kasih bintang ewalet coba ditambahin shopepay biar mudah bagus up,positif
mantsp,positif
inovasi butuh terima kasih maju kembang,positif
slama pakai tarik uang kartu atmksh,positif
mudah guna nyacepat transfer,positif
bagus banget moga depan sukses terus,positif
tambah kartu atm luas jaring transaksi merchant online shop,positif
god,positif
bagus,positif
bagus,positif
tarik tunai pending uang anak kosan susah,negatif
bagus lanjut diskon transfer,positif
daftar akun video cal ama cs cs bertnya kedengeran bertnya tolong ulang eh cs ny langsung nge batalin daftar akun nya gajelas banget,negatif
inovasi,positif
pakai kartu lengkap tarik tunai atm mudah,positif
cepat kilat transaksi,positif
mudah praktis,positif
gangu uang sendat,negatif
musti orang cina kalo kaya buka rekening,negatif
simple daftar ribet,positif
puas transaksi,positif
god,positif
bagus,positif
mudah,positif
aplikasi user frindly pilih fitur dlmnya bantu kelola uang,positif
gembel gausah coba download padhal bagus k k ny sk saldo juta kemaren pdhal saldo kemaren juta gausah ngadain event janco sangup bayar,negatif
bikin lancar usaha,positif
mudah pengunanyagak pakai ribet bantu sukses,positif
ringkas,positif
mudah mantap,positif
mudah bayar online tranfer,positif
suka,positif
pakai pin buka paksa pakai kunci layar males pakai n nabung pakai kunci layar ribet hidup gausah sulit mudah,negatif
daftar hadiahwisnudfv,positif
akun blibli scan qris masuk screnlock bgmana sih ribet,negatif
bantu thank the best,positif
baru masuk akun muter muter registerasi kaya daftar,positif
bantu transaksi,positif
bagus cepat kirim,positif
pakai scren lock asu,negatif
kali daftar bom buka rekening data data kecewa,negatif
bagus bantu,positif
kena admin mehong,negatif
menak,positif
always great transfer koneksi gakbisa,positif
fast response,positif
bagus bagus,positif
kartu debit,positif
god,positif
bagus terdistrupsi,positif
suka sih fitur moga oke yak performa,positif
mudah transaksi rekening masingmasing pos smoga,positif
bagus thank,positif
the best,positif
asalamualaikumsangat guna terima kasih moga jaya the best,positif
ka virtual ac tokped,positif
mudah cepat,positif
fast respon,positif
terbhaique tausukses,positif
bagus nyaman praktis,positif
bagus,positif
puas,positif
praktis,positif
bagus bantu,positif
bagus tabung orang tua keluarga,positif
performa stabil promo,positif
transfer batas masak rtgs jt transfer online jt gede payah nama taruh bos baik,negatif
mudah transaksi,positif
bagus banget bayar tingal set set set,positif
mantabs,positif
bagus bagus sangan bantu terimakasih,positif
bagus,positif
bantu,positif
bagus transaksi perban mobile mudah,positif
simple fast banget pokok wajib gengam gaes fre wajib pokok tabung join gebetan cocok banget serius,positif
pilih transaksi menu sedia moga,positif
bantu,positif
bagus banget,positif
tolong min nge bug masuk kode otpdisuruh periksa no telpon no telpon aktif,negatif
terima kode otp,positif
lupa pas word ikutj langkag hasil masuk kirim otp gagal sms terima pakai kartu halo,negatif
sih masukin otp blgnya no salah msk sms kode otpnya,negatif
mantul suka,positif
idiot inimasa daftar no hp sayasudah kasih otp no hp sayasetelah suruh lihat no hp daftarkanini aplikasi niat bikin sihdasar idiot nyalebih ku unistasl ajahnyesel download,negatif
bagus sih urus perban hp,positif
masuk notif gagal kirim otp masuk halaman masuk otp kirim dana tahan rekening,negatif
ragu percaya aman untung,positif
jos pokok mah,positif
bagus,positif
suka suka,positif
bagus,positif
bantu suka banget,positif
tolong baik masalahsaya transaksi apa sayatolong,negatif
tahan bayar admin,positif
user friendly,positif
mantap,positif
x masuk tampil halaman register pas dana malam susah buka aplikasi repot bagus baru bintang,positif
bagus,positif
praktis proses cepat no ngadat transaksi apa hapy,positif
mudah aktifitas perban kartu ribet anti ruwet asyik tarik tunai atm waw istimewa tungu baru layan,positif
cepat n aman,positif
muas tingkat fitur,positif
bagus,positif
kirain updatenya nerbitin kartu atm,positif
nice smoth god ui ux,positif
favorit deh poknya apalgi klo transaksi gratis mudah transaksi trimkasih,positif
bgus prbdi,positif
mudah,positif
ok gampang sya isi link az dsni,positif
nabung kaya bosen tolong tambah fitur topup kartu flaz,positif
god aps,positif
bantu nabung,positif
bagus,positif
mudah transaksi aplg trf kena charge so far bagus banget,positif
bantu,positif
masuk k bcadi aktif scren lockudah aktif eh tetep buka nyasuasu,negatif
god,positif
bagus,positif
rek lengkap setor tunai tarik tunai atm,positif
bagus tingkat fiturnya y,positif
nyangkut shopepay nih,positif
nice,positif
kali banget pakai nabung transfer lancar ribet gacor pokok team sukses,positif
daftar mudah banget menit langsung butuh ktp video cal,positif
mantap,positif
very god service,positif
bagus cepat tungu proses ny langsung ny saldo langsung ny,positif
tampil minimal fiturnya fitur,positif
bagus fre ongkos transfer,positif
bagus ngatur keuangan pakai bnyak promonya kl transfer k rek topup emoney gratis tis,positif
langsung bintang blubca ku tingkat kualitas aman blumkasih buanget,positif
mudah pakai kasih reward y min,positif
devolover tolong tambah atm visa fisik biar tarek tunai edc,positif
peningkatanwalaupun sign in sidik eror,positif
guna banget no ribet sukses,positif
ol,positif
bantu degh pokok,positif
ok god,positif
bayar va menu trx tokopedia,positif
bagus ongu,positif
bagus milik fitu mudah terimakasih,positif
senang transaksi simpel cepat hemat,positif
halo kak akun aktivasi ya kak masuk masukin pasword langsung menu akun proses aktivasi daftar wawancara hubung email perubahanmohon bantu,positif
oke banget,positif
mudah aplikasi,positif
bagus up shopepay,positif
simpel gampang biaya tras gratis,positif
pakai mantap banget,positif
mohon buat qr baru,positif
bagus bantu,positif
bagus banget,positif
bagus dah pokok,positif
ok,positif
bantu banget,positif
suka fiture,positif
oke,positif
buruk reset pw pas verifikasi muka gagal yakali muka ubah kesel auto hapus untung spend uang nabung kelas kalah sistem verifikasi muka pinjol,negatif
muas aplikasi,positif
bagus,positif
sya buka,negatif
mantwul,positif
hapy banget atm ambil tarik tunai mesin atm kartu wow banget deh pokok terima kasih,positif
bagus,positif
bantu trimaksih,positif
bagus pakai moga nyaman makenya terima kasih,positif
virtual acount pakai,negatif
ui simple mudah moga fiturnya,positif
manfat,positif
bagus sayang kenal wajah susah banget ya,positif
min nabung jangka aman,positif
the best no ribet,positif
bagus,positif
sih mbanking ngirim tolong baik biar mbanking tf biar enak,negatif
bagus,positif
mudah transaksi praktis,positif
bagus,positif
putus,positif
bagus banget cuman rewad cuman k janji k bong,positif
hapy,positif
mantul,positif
simpel mudah virtual acount tokopedia mohon baik,positif
salah dompet baik atur finansial mudah muas moga terbit kartu debit tambah fitur,positif
bagus bangetz,positif
bantu,positif
gagal milih orang sih kemarin,negatif
oke banget byk fitur,positif
maknyuz,positif
daftar gagal teros uninstal,negatif
bang tolong reset pasword kenal wajah dongkalo emailgmailhp say kamera bagus nyajadi nge reset reset,positif
god,positif
thank you blue,positif
aplikasai god,positif
bagus pokona,positif
manfat,positif
terimaksih pilih layan uji coba daftar video cal kyc rekening langsung ac bagus,positif
maju,positif
ken rekening gagal cuman ktp double m susah loh ngk gtu x daftar tetep ganti ktp skrang susah bro sampe segitunya yah,negatif
senang,positif
baik pokok lancar banget transfer,positif
mantul,positif
bagus tolong tambah e walet cetak kartu debit,positif
msya alah smoth mudah transaksi mana,positif
god,positif
kemarin kena tipu tipu lapor cs info rekening blokir tolong tangung uang tranfer tipu brarti aman guna,negatif
mudah cepat kurang mutasi rekening mohon baru,positif
ok pakai bcakalau bayar tokopedia shopepasti sip,positif
tahan gratis biaya admin,positif
bagus hbs,positif
mantul,positif
txn simple cepat,positif
bagusbisa setortarik tunai atmyg fasilitas iniyg penting nama bikin nyaman percaya,positif
fungsi biaya transfer rang,positif
aps bagus sgt rekomen,positif
nice,positif
halo sobat by kasih bintang tolong depan kalo segera luncur atm debit ok,positif
bagus,positif
seru asik ui,positif
bagi uang,positif
terima kasih,positif
overal oke promonya dibanyakin yah moga cepat adakan kartu debit kalo sinyal down bingung narik uang nih mimin moga available merchant ewalet,positif
mantaps,positif
mudah guna,positif
ngebantu banget nih fiturnya lengkap moga lengkap maju,positif
god,positif
bagus,positif
tambah transaksi beli token listrik donk min,positif
tf,negatif
bagus banget bonus,positif
god fast cheap,positif
fitur tarik,positif
rumit sih suruh tunjuk aktekelahiran gara tulis nama salah ktp kalo ktp salah cantum k rekening ounya surat vaksin woi rakyat ikegal rakyar indonesia rumit apkikasi mudah daftar pakai,negatif
bantu transfer biaya adm,positif
sgt mudah sgt bantu,positif
god moga sukses,positif
cepet,positif
god,positif
oke bangetui gmpang dgunakanmudahn list transaksi smakin bnyak dgunakank,positif
tolong bantu ubah nomer nelpon habis rb ribet banget,negatif
dulusementara bantu,positif
bantu,positif
daftar gagal dah data sya kecewa,negatif
bagus,positif
loginselalu muncul sesi habis ane ni,negatif
cangih,positif
simple useful aplikasi,positif
terimakasih god job blubca,positif
mntap,positif
gajelas transaksi akun keblokirteros suruh reset pin gitu ae ros ngentod,negatif
bagus,positif
oke banget bantu cuman tolong banyakin fitur bayar,positif
aplikasi ok tolong min tambahin kartu fisik biar enak gitu,positif
gin pakai kartu pakai kartu biaya admin dompet jaman now kurang cuman naruh foto pasang kaya dompet,positif
buruk tarik tunai batal,negatif
daftar data kendala buka rekening suruh nelp halo blue sunguh ribet mending mobile biru,negatif
bgus,positif
bagus by saran tarik langsung langsung kartu,positif
min rekening tutup rekening aktiv,negatif
gagal daftar apa salah,negatif
ok,positif
guna ribetransfer muda gratis ongkir,positif
bagus kembang tf gratis bebas biaya bulan,positif
moga depan bagus up flaz bagus jiwa pokok,positif
alam tabung asik aman pasti tambah uang silah masuk referensi kode referal khairushv rugi terima kasih,positif
bantu banget,positif
bagus,positif
wis oke,positif
ok,positif
mudahmudahan solusi anti,positif
bagus pakai blue transfer mudah setor tunai tarik tunai cepat,positif
bagus,positif
keren,positif
by kartu debit kartu debit kirim langsung rumah,positif
god,positif
wawamazing transfer cepet no ribet,positif
suka bantu potong biaya admin bulan,positif
sip bagus,positif
bagus nih kak buat kartu,positif
enak ribet cuman bayar fif gada klo depan,positif
mudah gampang bagus recomended deh pakai moga promo bunga tabung deposito,positif
simple,positif
mudah pakai bagus deh pokok transfer beda biaya gratis proses cepat langsung masuk terima kasih,positif
mudah cepat,positif
rekening senang,positif
bantu,positif
hepi banget pakai ribet transaksi terima kasih,positif
pakek bagus nikmat,positif
user friendly,positif
mudah amanah super cepat,positif
d paketapi fitur transfer via m banking va lengkap,positif
bagus gratis tf semua,positif
mudah,positif
bantu bayar,positif
bagus suka,positif
aplikasi bagus depan fitur banyak,positif
moga,positif
terimakasih layan keluh tlp operator da pulsa eh tlp puas layan sukses yah,positif
bagus,positif
bagus tingkat gratis,positif
okay,positif
bagus banget love,positif
administrasi mahal,positif
fitur va,positif
reward masuk ya,positif
topup ovo cash tgl masuk terang putus koneksi bagus coba bagus up putus saldo potong tolong baik kembali dana potong,positif
verifikasi kyc hasil,negatif
gital bagus simple,positif
mudah transaksi kondisi pandemi,positif
buku tabung cardnya sih,positif
mantapjdi mudah transaksi,positif
kek lahselalu gagal pas pasword,negatif
bagus,positif
mudah aktifitas,positif
poko ok deh pakai,positif
hasil buka rekening besok senin transfer koperasi syariah bogor jutakita liat saldo terisiok sekian,negatif
bagus bantu tabung,positif
bagus,positif
tranfernya cepat hepi,positif
manthul,positif
nyaman cepat,positif
mudah cepat ribet,positif
asw ktp burem tolak csnya bangke bangke,negatif
lumayan promo cashback terima kasih,positif
ok,positif
i love and,positif
bantu biaya terimakasih,positif
bagus blunya bagus cepat respon,positif
mohon tingkat ui biar user friendly terimakasih,positif
praktis simple transfer rek mn klu tari tunai blum hasil,positif
alam dunia perban era digitalisasi mudah fasilitas terima kasih by sukses depan,positif
daftar,positif
bagus,positif
akun q blokirpadahal sandi ny bnrmohon toleransi ny,negatif
rekening oke,positif
suka sekalisangat bantu,positif
trima kasih bluntuk transfer negri pakai kode,positif
suka,positif
ringan aplikasi,positif
saran menu masuk susah klw beda device,positif
smntara bintang,positif
guna tampil tarik rajin nabung berkembangsy tungu byr pajak,positif
bantu,positif
bagus guna,positif
fitut lengkap transfer terima hitung menitapi coba kartu debit fisik bagus pasti,positif
bagus,positif
aplikasi super duper bagus fiturnya komplit pasti byk reward donk,positif
mudah transaksi pakai takut kalo hp hilang ajawkwkwke,positif
bagus super keren,positif
mantap cepat,positif
alam kesan by mantul,positif
baik,positif
bagus tarik setor tunai atm kartu,positif
bagus kakak,positif
i love it,positif
mudah transaksi,positif
oks banget,positif
mudah,positif
bagus bantu sayamksh,positif
suka,positif
bagus up kartu flaz,positif
bantu,positif
perfect,positif
pakai keluarga bcajadi kl nyimpen simpenya dibluteansfer bebas biayada pilih simpan pokok oke banget deh,positif
alhamdulilah batu transaksi apa,positif
mudah guna,positif
tingal banyakin promo,positif
transaksi virtual acount,positif
tingkat bayar pakai,positif
bagus nih setor tunai,positif
pas sidik jari,positif
cepat,positif
dasyat pesona,positif
dana masuk akun tuju rek an albert frans galistan low response,negatif
mantul,positif
mantul ditmbhkan fitur setor tunai via cabang biaya transaksi gratis uang rb via mesin atm tungu baru kartu debit,positif
bagus kirain kalo tfr fre admin tau,positif
praktis tf gratis cepat,positif
tnya kakblu by bulan potong ny terima ksh,positif
lumayan lahada bebas biaya transfer,positif
mudah banget ngatur uang terima kasih,positif
bagus,positif
apdet setor tunaitapi pas coba lebih bagus sih,positif
transaksi mudah,positif
mantapcepat percaya,positif
bagus mantaps,positif
bantu mudah,positif
bagus,positif
bagus transaksi mudah ribet,positif
rekening hp reset ligin susah banget kode otp susah masuk mohon baik,negatif
bagus tambahin fasilitas,positif
bantu,positif
mantap bli rajin nabung mudah,positif
bantu trasfer uamg gampang,positif
pakai oke banget mudah transaksi lancar cepat,positif
indah terima kasih,positif
user friendly,positif
buat transfer aman amanah,positif
nuhun,positif
bagus,positif
bagus,positif
sesuai butuh,positif
mantap,positif
neng banget pakai mudah moga kembang,positif
virtual acount jalan,positif
nyangkut tarik tunai nyangkut transfer nyangkut untung nilai kalo pas nilai nyangkut ketar tir,negatif
enak ribet cepat ditambahin metode bayar mana beli mana,positif
depan mudah mutasi rekening e statement txn debet kredit saldo langsung tks,positif
tabung zaman now asyik banget asa gaul kaku banget,positif
bagus,positif
terimakasih,positif
terima kasih informasi bagus up shope virtual acount informasi tahap shope pilih coba,positif
mohon benar atur tangal lahir jam gagal ngatur tangal lahir doang permurdah,negatif
ok,positif
senang,positif
alhamdulilah bantu,positif
bagus kurang isi kartu tol pakai nfc moga depan komplit,positif
fantastic yes yes yesmuantap,positif
neng tarik tunai atm kartu mudah tambah biaya tari tingkat terimakasih,positif
wowmembuka rek mudah balik telapak tangan milik is the best,positif
mudah banget transaksi tampil fresh mudah moga fitur maksimal transaksi nasabah,positif
masuk cepat muluk ringan,positif
god job,positif
kerenkalo tambahin biaya gratis transfer,positif
halo gabisa transaksi qris,positif
tolong depa biaya admin nabung,positif
mantap banget,positif
ko ganti hp masuk,negatif
pakai ribet simpel tarik kini terima kasih,positif
coba isi saldo alfamart,positif
god dompet,positif
proses verifikasi suruh nungu x jam verifikasi lihat produk belah ok,negatif
bagus banget makasi,positif
bagus banget,positif
ok,positif
simple pakai,positif
bagus banget reward fre biaya admin kl byk ya reward fre biaya adminya tks,positif
ok,positif
baru fungsi mobile,positif
bagus,positif
bagus transfer kena biaya,positif
mt mlm admin neng pakai by diqital memng ok transaksi nyah lncar cepet terima kasih admin,positif
istimewa,positif
rewadnya kasih,positif
manfat moga depan ubah,positif
atm lengkap,positif
puas banget transaksi mudah trasfer fre banksegera luncur kartu debit,positif
daftr verivikasi nda ribet abang bantu daftar kn redi asli ribetnya ampun kamera cembung nujukin kamera susah banget nda rekomendasi banget redinya,negatif
mantab,positif
bagus,positif
bantu skali cangih,positif
dri daftar sampe perna kendala lancar jaya bagus tingal fitur mim,positif
tingal nungu kartu debitnyahihihi,positif
bagus pakai gampang transfer mana cuman detik,positif
bantu n mua irit biaya kirim uang,positif
bayar virtual acount mudah yah hehehe,positif
bagus,positif
mantapgk ribet,positif
bagus,positif
simple and nice,positif
bagus bikin atur uang atur pos,positif
payah susah daftar,negatif
may coba,positif
bagus,positif
oke,positif
bagus,positif
matap,positif
mudah transaksi,positif
mudah promonya,positif
layan perban buka akun mudah layan tambah iring kembang,positif
mantap,positif
bagus kali aman mudah transaksi super duper god,positif
guna mudah suka bebas bea transfer,positif
god banget,positif
