content,score,at,thumbsUpCount,replyContent,final_content,tokens_stemmed
Sangat bagus aplikasi blu..memuaskan,5,2021-10-09 02:04:05,0,"Hai Kak Sustri, terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",bagus blumemuaskan,"['bagus', 'blumemuaskan']"
"aplikasi ampas ,giliran vc lama banget kayak orang kurang kerjaan .ditungguin dari pagi ga muncul2 cs nya",1,2021-10-08 21:46:45,0,"Hai Kak Fahrul, maaf atas ketidaknyamanan yang Kakak alami. Hal tersebut karena padatnya antrean pembukaan rekening. Kami sarankan Kakak dapat mencoba kembali secara berkala dan pastikan koneksi internet Kakak stabil. Proses video call pembukaan rekening dapat Kakak lakukan setiap hari pukul 06:00-22:00 WIB.",ampas gilir vc banget kayak orang kerja ditunguin pagi muncul cs,"['ampas', 'gilir', 'vc', 'banget', 'kayak', 'orang', 'kerja', 'ditunguin', 'pagi', 'muncul', 'cs']"
"Kekurangan karyawan Yah BLU Nya, Sehingga Ingin Melakukan VC SMA Cs nya aja antrian panjang banget, Giliran Udah VC Malah Gagal",1,2021-10-08 20:38:52,0,"Hai Kakak, maaf atas ketidaknyamanan yang Kakak alami. Hal tersebut karena padatnya antrean pembukaan rekening. Kami sarankan Kakak dapat mencoba kembali secara berkala dan pastikan koneksi internet Kakak stabil. Proses video call pembukaan rekening dapat Kakak lakukan setiap hari pukul 06:00-22:00 WIB.",kurang karyawan yah vc sma cs antri banget gilir vc gagal,"['kurang', 'karyawan', 'yah', 'vc', 'sma', 'cs', 'antri', 'banget', 'gilir', 'vc', 'gagal']"
scan QRIS blu k aplikasi agen pulsa ga bisa kenapa??,1,2021-10-08 20:27:05,1,"Hai Kak Oki, maaf atas ketidaknyamanan yang Kakak alami. Kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",scan qris k agen pulsa,"['scan', 'qris', 'k', 'agen', 'pulsa']"
Kyc aja susah nya minta ampun,1,2021-10-08 20:13:04,0,"Hai Kak Ferdy, maaf atas ketidaknyamanan yang Kakak alami. Hal tersebut karena padatnya antrean pembukaan rekening. Kami sarankan Kakak dapat mencoba kembali secara berkala dan pastikan koneksi internet Kakak stabil. Proses video call pembukaan rekening dapat Kakak lakukan setiap hari pukul 06:00-22:00 WIB.",kyc susah ampun,"['kyc', 'susah', 'ampun']"
"Aplikasi yg kekinian, mengikuti perkembangan zaman dan modern tentunya.. mantaaappppp",5,2021-10-08 20:05:25,0,"Hai, Kak Afief. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",kini ikut kembang zaman modern mantap,"['kini', 'ikut', 'kembang', 'zaman', 'modern', 'mantap']"
Aplkasi blu simple...mudah diakses dan proses pembukaan rekeningnya cepet bgt..👍,5,2021-10-08 19:27:11,0,"Hai, Kak Kurnyah Suhanto. Terima kasih atas reviewnya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",aplkasi simplemudah akses proses buka rekening cepet banget,"['aplkasi', 'simplemudah', 'akses', 'proses', 'buka', 'rekening', 'cepet', 'banget']"
"Blu is for everything. Hari gini kudu melek keuangan atau mulai bisnis sama temen? yang mudah bgt dipakai, banyak fiturnya, tanpa ribet dan bisa diandalkan. Apalagi fitur BluGethernya urusan patungan jadi gampang, punya rekening blu bisa tarik di seluruh ATM BCA diseluruh Indonesia. Bersama Blu, semuanya jadi seruuuu!",5,2021-10-08 18:59:48,1,"Hai, Kakak. Terima kasih atas reviewnya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",is for everything gin kudu melek uang bisnis temen mudah banget pakai fiturnya ribet andal fitur blugethernya urus patungan gampang rekening tarik atm seluruh indonesia seru,"['is', 'for', 'everything', 'gin', 'kudu', 'melek', 'uang', 'bisnis', 'temen', 'mudah', 'banget', 'pakai', 'fiturnya', 'ribet', 'andal', 'fitur', 'blugethernya', 'urus', 'patungan', 'gampang', 'rekening', 'tarik', 'atm', 'seluruh', 'indonesia', 'seru']"
Mantap nihh gaiss. Selalu ada Gratis tf setiap bulannya. Jgn lupa masukkan kode refferal dan dapatkan bonus saldo 25.000 dgn cara top up 250.000 Kode reff ENDYRVSTP,5,2021-10-08 18:40:20,2,"Hai, Kak Endy Rosmana. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus nih gais gratis tf bulan jgn lupa masuk kode referal dapat bonus saldo bagus up kode ref endyrvstp,"['bagus', 'nih', 'gais', 'gratis', 'tf', 'bulan', 'jgn', 'lupa', 'masuk', 'kode', 'referal', 'dapat', 'bonus', 'saldo', 'bagus', 'up', 'kode', 'ref', 'endyrvstp']"
"Aplikasi BLU BCA adalah yang terburuk sejak saya daftar akun rekening online bank lainnya 1. Ribet 2. Banyak syarat (daftar rekening online aja harus pake video call, padahal sebelumnya udah kirim foto selfie bersama KTP) 3. Prosesnya LAMBAT (Harus video call dg CS dan itu sangat amat lama, untuk bisa video call dg CS aja sampai antri berhari-hari) 4. Gak jelas (Video call CS wajah kita harus jelas tanpa penutup muka, kacamata, masker, dll. Sementara CS dg alasan PROKES, dia pake masker).",1,2021-10-08 18:37:38,22,"Mohon maaf atas ketidaknyamanannya. BCA Digital wajib melakukan verifikasi data untuk memastikan keaslian data nasabah. Jika ada kekurangan dari pelayanan kami, hal tersebut akan menjadi bahan evaluasi kami, guna meningkatkan layanan di masa mendatang agar kami senantiasa dapat memberikan pelayanan terbaik serta melayani kebutuhkan perbankan Kakak.",buruk daftar akun rekening online ribet syarat daftar rekening online pakai video cal kirim foto selfie ktp proses lambat video cal cs video cal cs antri berharihari video cal cs wajah tutup muka kacamata masker dl cs alas prokes pakai masker,"['buruk', 'daftar', 'akun', 'rekening', 'online', 'ribet', 'syarat', 'daftar', 'rekening', 'online', 'pakai', 'video', 'cal', 'kirim', 'foto', 'selfie', 'ktp', 'proses', 'lambat', 'video', 'cal', 'cs', 'video', 'cal', 'cs', 'antri', 'berharihari', 'video', 'cal', 'cs', 'wajah', 'tutup', 'muka', 'kacamata', 'masker', 'dl', 'cs', 'alas', 'prokes', 'pakai', 'masker']"
Tarik tunai di atm lama loadingnya...,3,2021-10-08 18:29:48,0,"Hai, Kak Cha Do Hyun. Sangat disayangkan atas kendalanya. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",tarik tunai atm loadingnya,"['tarik', 'tunai', 'atm', 'loadingnya']"
"Kata nya udah dibikin laporan, udah 2x di urgent masih gk ada progress apa pun... transaksi pulsa 2x, saldo berkurang pulsa gk masuk, harus beneran lapor LPKSN atw OJK ini mah",1,2021-10-08 18:04:35,1,"Jika Kakak telah pembuatan laporan di layanan telepon haloblu, Kakak bisa cek progress laporannya dengan menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id .",bikin lapor x urgent progres transaksi pulsa x saldo kurang pulsa masuk beneran lapor lpksn atw ojk mah,"['bikin', 'lapor', 'x', 'urgent', 'progres', 'transaksi', 'pulsa', 'x', 'saldo', 'kurang', 'pulsa', 'masuk', 'beneran', 'lapor', 'lpksn', 'atw', 'ojk', 'mah']"
"Selamat sore,,,kenapa saat saya melakukan pembukaan renking,pas d vidio call selalu gagal..mohon d perhatikan... Kasih 3 bintang dulu nanti kalau udah bisa baru d tambah bintang nya.makasih",3,2021-10-08 17:51:51,1,"Hai, Kak Nanda. Mohon maaf atas ketidaknyamanannya. Kami sarankan Kakak dapat mencoba secara berkala, dikhawatirkan layanan sedang padat antrean. Jam layanan CSO pembukaan rekening BCA Digital setiap hari mulai pukul 06:00-22:00 WIB.",selamat sorekenapa buka renkingpas d vidio cal gagalmohon d perhati kasih bintang d bintang nyamakasih,"['selamat', 'sorekenapa', 'buka', 'renkingpas', 'd', 'vidio', 'cal', 'gagalmohon', 'd', 'perhati', 'kasih', 'bintang', 'd', 'bintang', 'nyamakasih']"
nelpon cs tidak tersambung terus .. bank lain cs ug nelpon ini kita yg nelpon mana susah bahkan tidak nyambung2,1,2021-10-08 17:24:45,0,"Hai, Kak Choky. Mohon maaf atas ketidaknyamanannya. Jika Kakak mengalami kendala menghubungi layanan telepon haloblu 1500668, kami sarankan dicoba kembali secara berkala, dikhawatirkan layanan sedang padat antrean. Layanan telepon haloblu adalah layanan 24 jam.",nelpon cs sambung cs ug nelpon nelpon susah nyambung,"['nelpon', 'cs', 'sambung', 'cs', 'ug', 'nelpon', 'nelpon', 'susah', 'nyambung']"
"nyesel gua donwload, tiap hari gua mau verifikasi vicall aja susah nya minta ampunn.. liat d rating ulasan yg lain juga sama, masa iya gara2 jaringan.. ga mungkin bet dah.. emang ga niat servernya !",1,2021-10-08 17:13:28,4,"Hai, Kak Ripan. Mohon maaf atas ketidaknyamanannya. Saat ini layanan video call sedang padat antrean. Kami sarankan Kakak dapat mencoba kembali secara berkala. Jam layanan CSO pembukaan rekening BCA Digital setiap hari pukul 06:00-22:00 WIB.",nyesel donwload verifikasi vical susah ampun liat d rating ulas iya gara jaring bet dah emang niat servernya,"['nyesel', 'donwload', 'verifikasi', 'vical', 'susah', 'ampun', 'liat', 'd', 'rating', 'ulas', 'iya', 'gara', 'jaring', 'bet', 'dah', 'emang', 'niat', 'servernya']"
Saya nyaman bagus dan enak,5,2021-10-08 17:04:09,0,"Hai, Kak Rani. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",nyaman bagus enak,"['nyaman', 'bagus', 'enak']"
Terlalu ribet dan call center tidak sopan. Nyambung nya lama setelah tersambung main matikan saja. Tidak seperti bcamobile .,1,2021-10-08 16:59:18,0,"Hai, Kak Nayra Farhan. Mohon maaf atas ketidaknyamanannya. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id ya.",ribet cal center sopan nyambung sambung main mati bcamobile,"['ribet', 'cal', 'center', 'sopan', 'nyambung', 'sambung', 'main', 'mati', 'bcamobile']"
"LINK DATA NASABAH BCA SELALU GAGAL RED MARK, NOMOR HP TIDAK DITEMUKAN",1,2021-10-08 16:43:25,0,"Hai, Kak Ade Setiawan. Sangat disayangkan atas kendalanya. Kami sarankan Kakak dapat mencoba kembali, pastikan sudah memasukkan nomor Kartu ATM BCA yang sesuai. Jika masih mengalami kendala, untuk melanjutkan proses pembukaan rekening Kakak bisa memilih opsi ""non Nasabah BCA"".",link data nasabah gagal red mark nomor hp temu,"['link', 'data', 'nasabah', 'gagal', 'red', 'mark', 'nomor', 'hp', 'temu']"
"Bagus dan keren, Keamanan super BCA tak diragukan.",5,2021-10-08 16:19:56,0,"Hai, Kak Irfansah. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",bagus bagus aman super ragu,"['bagus', 'bagus', 'aman', 'super', 'ragu']"
Baik bangeet,5,2021-10-08 15:06:59,0,"Hai, Kak Faisal. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",banget,['banget']
Good,5,2021-10-08 15:04:23,0,"Hai, Kak Hendri. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",god,['god']
Saya kasih bintang 5 yah kak semoga cepat di respon... Jadi gini saya sudah sukses pendaftaran. Lah stelah itu aplikasi ke hapus. Saya download lagi. Minta kode otp gak ada masuk masuk sampe 2 hari ini... Tolong respon keluhan saya. Kalau di respon ada bintang 10 pun saya kasih. Trimakasih pihak BLU yg terhormat 😊🙏,5,2021-10-08 14:36:29,12,"Hai, Kakak. Maaf atas ketidaknyamanannya, untuk pengiriman kode OTP pastikan nomor handphone yang terdaftar pada akun blu dalam keadaan aktif dan jaringan stabil.",kasih bintang yah kak moga cepat respon gin sukses daftar stelah hapus download kode otp masuk masuk sampe tolong respon keluh respon bintang kasih trimakasih hormat,"['kasih', 'bintang', 'yah', 'kak', 'moga', 'cepat', 'respon', 'gin', 'sukses', 'daftar', 'stelah', 'hapus', 'download', 'kode', 'otp', 'masuk', 'masuk', 'sampe', 'tolong', 'respon', 'keluh', 'respon', 'bintang', 'kasih', 'trimakasih', 'hormat']"
"proses VC ribet harus sinyal kuat padahal sinyal manteng ,, tolong lebih di permudah dan simple untuk cara verifikasi registrasi nya... cukup dengan poto ktp selfie sam gerakan wajah mungkin itu lebih cukup dan simple.. terimaksih",1,2021-10-08 14:35:03,0,"Hai, Kak Uke. Maaf atas ketidaknyamanannya. Pastikan ketika proses video call tidak menggunakan jaringan WiFi dan saran Kakak akan menjadi inovasi bagi kami untuk kedepannya ya.",proses vc ribet sinyal kuat sinyal manteng tolong mudah simple verifikasi registrasi poto ktp selfie sam gera wajah simple terimaksih,"['proses', 'vc', 'ribet', 'sinyal', 'kuat', 'sinyal', 'manteng', 'tolong', 'mudah', 'simple', 'verifikasi', 'registrasi', 'poto', 'ktp', 'selfie', 'sam', 'gera', 'wajah', 'simple', 'terimaksih']"
Sudah terhubung malah kata nya jaringan tidak stabil padahal jaringan sudah lancar lancar aja Disuruh hubungi besok nya lagi gitu aja terus sampai mampus,1,2021-10-08 14:11:14,1,"Hai, Kak Fahriatul. Maaf atas ketidaknyamanannya. Pastikan ketika proses video call tidak menggunakan jaringan WiFi ya.",hubung jaring stabil jaring lancar lancar suruh hubung besok gitu mampus,"['hubung', 'jaring', 'stabil', 'jaring', 'lancar', 'lancar', 'suruh', 'hubung', 'besok', 'gitu', 'mampus']"
"Apk nya ribet poko nya parah , transaksi juga kaga bisa gangguan mulu poko nya jgn di download",1,2021-10-08 13:31:20,0,"Hai, Kak Fahmi. Maaf atas ketidaknyamanannya. Bisa informasikan respon kendala apa yang Kakak alami?",ribet poko buruk transaksi kaga gangu mulu poko jgn download,"['ribet', 'poko', 'buruk', 'transaksi', 'kaga', 'gangu', 'mulu', 'poko', 'jgn', 'download']"
Cuma gara2 ktp tanda tangannya ada yg ilang jadi gabisa jadi gagal pas vc padahal di aplikasi sebelahh bisa kenapa di blu tidak bisa . Ribet cuma gara-gara gitu aja jadi gagal kocak .,1,2021-10-08 12:38:07,0,"Hai, Kak Muhammad. Maaf atas ketidaknyamanannya. Pastikan ketika verifikasi tanda tangan sesuai dengan data di KTP ya.",gara ktp tanda tangan ilang gabisa gagal pas vc sebelah ribet garagara gitu gagal kocak,"['gara', 'ktp', 'tanda', 'tangan', 'ilang', 'gabisa', 'gagal', 'pas', 'vc', 'sebelah', 'ribet', 'garagara', 'gitu', 'gagal', 'kocak']"
Ok,5,2021-10-08 12:08:52,2,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",ok,['ok']
"Aduh min susah banget mau VC verifikasi buka rekening, data lengkap sinyal memadai, hp gk kentang kentang amat, malah gagal mulu, ini aplikasi beta atau udah resmi rilis sih min😂",1,2021-10-08 11:54:54,1,"Hai, Kak Andry. Maaf atas ketidaknyamanannya. Pastikan jaringan internet Kakak dalam keadaan stabil dan tidak menggunakan jaringan WiFi ya.",aduh min susah banget vc verifikasi buka rekening data lengkap sinyal pada hp kentang kentang gagal mulu beta resmi rilis sih min,"['aduh', 'min', 'susah', 'banget', 'vc', 'verifikasi', 'buka', 'rekening', 'data', 'lengkap', 'sinyal', 'pada', 'hp', 'kentang', 'kentang', 'gagal', 'mulu', 'beta', 'resmi', 'rilis', 'sih', 'min']"
"Aplikasi gak guna, uda nginstal lama, nungguin 100 jam, buat rekening 100 tahun, uda ditelpon vc juga habisin kuota aja taunya gagal. Fixx termasuk aplikasi eror",1,2021-10-08 10:18:58,0,"Hai, Kak Johsua. Maaf atas kendala yang terjadi. Apakah Kakak sudah melakukan video call dengan Customer Service?",nginstal nunguin jam rekening telpon vc habisin kuota tau gagal fix eror,"['nginstal', 'nunguin', 'jam', 'rekening', 'telpon', 'vc', 'habisin', 'kuota', 'tau', 'gagal', 'fix', 'eror']"
Beberapa Vidio call gagal mulu gimna ini yah padahal jaringan bagus tapi gagal mulu 3hari Vidio call.,1,2021-10-08 09:45:11,0,"Hai, Kak Asep. Maaf atas kendala yang terjadi. Pastikan kembali ketika Kakak proses video call tidak menggunakan jaringan WiFi ya.",vidio cal gagal mulu gimna yah jaring bagus gagal mulu vidio cal,"['vidio', 'cal', 'gagal', 'mulu', 'gimna', 'yah', 'jaring', 'bagus', 'gagal', 'mulu', 'vidio', 'cal']"
Jelekkkk terlalu ribet. Mending NEO+ Simple dan gampang untuk daftar nya,1,2021-10-08 09:01:08,0,"Hai, Kak Ian. Maaf atas ketidaknyamanannya. Bisa informasikan detail kendala apa yang Kakak alami?",jelek ribet mending neo simple gampang daftar,"['jelek', 'ribet', 'mending', 'neo', 'simple', 'gampang', 'daftar']"
Good,5,2021-10-08 08:48:12,0,"Hai, Kak Andi. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",god,['god']
awal nya saya kasih bintang karena kecewa ga bisa masuk dan suka keluar sendiri.dan begitu masuk suka sesi habis.dan silah kan masuk kembali.dan saya langsung mehubungi cs nya ga bisa masuk. dan lansung di tangani.jadi saran untuk pengguna blu BCA Digital.karena ga bisa masuk dan sesi habis silah kan masuk kembali.itu saya saya yg alami. di saran kan untuk mencoba dari pengaturan waktu dan tanggal itu harus otamatis yaaa.dan saya langsung bisa login kembali.,5,2021-10-08 08:07:53,5,"Hai, Kakak. Terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam).",kasih bintang kecewa masuk suka sendiridan masuk suka sesi habisdan silah masuk kembalidan langsung mehubungi cs masuk lansung tanganijadi saran guna digitalkarena masuk sesi habis silah masuk kembalitu alami saran coba atur tangal otamatis yadan langsung masuk,"['kasih', 'bintang', 'kecewa', 'masuk', 'suka', 'sendiridan', 'masuk', 'suka', 'sesi', 'habisdan', 'silah', 'masuk', 'kembalidan', 'langsung', 'mehubungi', 'cs', 'masuk', 'lansung', 'tanganijadi', 'saran', 'guna', 'digitalkarena', 'masuk', 'sesi', 'habis', 'silah', 'masuk', 'kembalitu', 'alami', 'saran', 'coba', 'atur', 'tangal', 'otamatis', 'yadan', 'langsung', 'masuk']"
"Lg vc dr antrian 129 , dan sudah antrian 01 tiba tiba suruh antri lg wtf",1,2021-10-08 07:55:27,0,"Hai, Kak Stevanus. Maaf atas kendala yang terjadi. Pastikan kembali jaringan internet Kakak dalam keadaan stabil dan tidak menggunakan jaringan WiFi ya.",vc antri antri suruh antri wtf,"['vc', 'antri', 'antri', 'suruh', 'antri', 'wtf']"
Ga bisa di download,1,2021-10-08 07:27:35,0,"Hai, Kak Anggi. Maaf atas ketidaknyamanannya. Bisa informasikan respon kendala apa yang Kakak alami?",download,['download']
"Saya mengalami kendala, gagal menerima otp tepat waktu. Alhasil saya coba beberapa kali dan pas pakai otp terbaru, masih salah. Sekarang akun saya terblokir dan saat reset password, liveness checking nya ga berhasil detek wajah saya sendiri. Sangat MENYERAMKAN SIMPAN UANG DI BLU. TOLONG BANTUANNYA!!!!!!!!!!!!",1,2021-10-08 00:21:45,17,"Hai Kak Rohendy, maaf atas ketidaknyamanan yang dialami. Agar Kakak tidak mengalami kendala penerimaan kode OTP pastikan koneksi jaringan Kakak stabil dan memiliki ketersediaan pulsa. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",alami kendala gagal terima otp alhasil coba kali pas pakai otp baru salah akun blokir reset pasword livenes checking hasil detek wajah seram simpan uang tolong bantu,"['alami', 'kendala', 'gagal', 'terima', 'otp', 'alhasil', 'coba', 'kali', 'pas', 'pakai', 'otp', 'baru', 'salah', 'akun', 'blokir', 'reset', 'pasword', 'livenes', 'checking', 'hasil', 'detek', 'wajah', 'seram', 'simpan', 'uang', 'tolong', 'bantu']"
"Saya kasih bintang 1 sekarang karena belum ada perubahan yg signifikan, saya sudah baca reviewer yg lain dengan kasus yg sama juga belum terselesaikan. Yaitu Masalah video call yg sering gagal. Lebih baik diperbaiki sistemnya dulu daripada ngasih tau suruh cari sinyal yg stabil, suruh nyoba lagi besok di jam 6-10pm bla bla bla. Mending fokus ke aplikasi nya dulu supaya lebih matang baru dirilis, jangan hanya ngejar target dengan meninggalkan banyak celah kendala yg pada akhirnya orang enggan.",1,2021-10-07 23:32:08,34,Maaf atas ketidaknyamanan yang Kakak alami. Hal tersebut karena terjadi kepadatan antrean proses video call. Kami sarankan Kakak dapat mencoba kembali secara berkala dan pastikan koneksi internet Kakak stabil. Proses video call pembukaan rekening dapat Kakak lakukan setiap hari pukul 06:00-22:00 WIB.,kasih bintang ubah signifikan baca reviewer selesai video cal gagal baik sistem ngasih tau suruh cari sinyal stabil suruh nyoba besok jam pm bla bla bla mending fokus matang rilis ngejar target tingal celah kendala orang engan,"['kasih', 'bintang', 'ubah', 'signifikan', 'baca', 'reviewer', 'selesai', 'video', 'cal', 'gagal', 'baik', 'sistem', 'ngasih', 'tau', 'suruh', 'cari', 'sinyal', 'stabil', 'suruh', 'nyoba', 'besok', 'jam', 'pm', 'bla', 'bla', 'bla', 'mending', 'fokus', 'matang', 'rilis', 'ngejar', 'target', 'tingal', 'celah', 'kendala', 'orang', 'engan']"
Lumayan,5,2021-10-07 21:47:00,0,"Hai Kak Anisa, terima kasih atas ulasannya. Semoga blu bisa selalu memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Jika ada kendala atau hal lain yang ingin ditanyakan, Kakak bisa langsung menghubungi Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",lumayan,['lumayan']
ini ko saldo saya tidak bisa di transaksi di transfer QRIS ataupun di tarik tunai ko tidak bisa ini bug atau knpa ko begini ya tolong lah pihak bca saya sudah lama dengan anda jangan bikin saya kecewa saya tidak bawa uang cash mau bayar uang jajan malah gak bisa malu saya didepan umum,1,2021-10-07 21:39:49,1,"Hai Kak Wildan, maaf atas ketidaknyamanan yang Kakak alami. Kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",ko saldo transaksi transfer qris tarik tunai ko bug knpa ko tolong bikin kecewa bawa uang cash bayar uang jajan malu depan,"['ko', 'saldo', 'transaksi', 'transfer', 'qris', 'tarik', 'tunai', 'ko', 'bug', 'knpa', 'ko', 'tolong', 'bikin', 'kecewa', 'bawa', 'uang', 'cash', 'bayar', 'uang', 'jajan', 'malu', 'depan']"
"Tiba-tiba logout dan tidak ada menu login sejak update, gimana ini??",1,2021-10-07 21:38:16,0,"Hai Kak Bobi, maaf atas ketidaknyamanan yang Kakak alami. Kami sarankan Kakak tidak menggunakan jaringan WiFi dan menggunakan jaringan internet data dari nomor HP yang terdaftar dan diletakkan pada slot 1. Kakak bisa coba force close dan hapus cache aplikasi, restart HP Kakak dan coba kembali ya.",tibatiba menu masuk baru,"['tibatiba', 'menu', 'masuk', 'baru']"
"nomer bener, dulu udah daftar, dapet 25rb, ini mau scan kenapa harus daftar lagi? 🤦🏻‍♀️",1,2021-10-07 21:10:28,0,"Hai Kak Diah, maaf atas ketidaknyamanan yang Kakak alami. Kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",nomer daftar dapet rb scan daftar,"['nomer', 'daftar', 'dapet', 'rb', 'scan', 'daftar']"
Kenapa sesalu gagal setelah memasukan kata sandi,1,2021-10-07 21:08:55,0,"Hai Kak Iman, maaf atas ketidaknyamanan yang Kakak alami. Kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",sesalu gagal pasu sandi,"['sesalu', 'gagal', 'pasu', 'sandi']"
"Gajelas hubungi cs udh 4hari gabisa"" untuk aplikasi berbau bank ini sangat jelek dan ga pantas di publikasikan",1,2021-10-07 20:41:41,0,"Hai Kakak, maaf atas ketidaknyamanan yang Kakak alami. Hal tersebut karena terjadi kepadatan antrean proses video call. Kami sarankan Kakak dapat mencoba kembali secara berkala dan pastikan koneksi internet Kakak stabil. Proses video call pembukaan rekening dapat Kakak lakukan setiap hari pukul 06:00-22:00 WIB.",gajelas hubung cs gabisa bau buruk publikasi,"['gajelas', 'hubung', 'cs', 'gabisa', 'bau', 'buruk', 'publikasi']"
Apk buruk....... Nyesel,1,2021-10-07 20:38:46,2,"Hai Kakak, maaf atas ketidaknyamanan yang Kakak alami. Kami akan selalu berusaha memberikan yang terbaik untuk memenuhi semua kebutuhan perbankan Kakak. Mohon sampaikan detail respon atau kendala yang Kakak alami ke Twitter @haloblu atau email haloblu@bcadigital.co.id atau telepon 1500668 (layanan 24 jam)",buruk nyesel,"['buruk', 'nyesel']"
